date,security,price,source,file,kind
1804-02-11,Manhattan Bank stock,131.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-02-11,NY Bank stock,140.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-02-11,8%,108.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-02-11,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-11,NY ins. shares,107.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-11,Columbian Ins. Shares,106.5,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-11,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-02-11,United Ins. Shares,107.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-11,3%,60.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-02-18,3%,60.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-02-18,NY Bank stock,140.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-02-18,United Ins. Shares,104.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-18,Merchants' Bank,105.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-02-18,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-02-18,6%,95.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-02-18,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-18,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-18,8%,108.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-02-18,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-02-18,Manhattan Bank stock,131.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-03,Manhattan Bank stock,129.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-03,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-03,3%,59.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-03,Merchants' Bank,106.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-03,US Bank Stock,147.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-03,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-03,6%,95.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-03,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-03,NY Bank stock,140.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-03,8%,108.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-03,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-03,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-10,6%,95.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-10,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-10,NY Bank stock,140.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-10,Manhattan Bank stock,130.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-10,US Bank Stock,147.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-10,Merchants' Bank,107.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-10,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-10,3%,59.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-10,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-10,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-10,8%,108.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-10,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-17,Merchants' Bank,107.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-17,3%,59.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-17,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-17,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-17,8%,108.75,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-17,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-17,NY Bank stock,140.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-17,6%,95.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-17,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-17,US Bank Stock,146.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-17,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-24,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-24,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-24,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-24,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-24,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-24,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-24,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-24,US Bank Stock,146.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-24,NY Bank stock,140.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-24,Merchants' Bank,106.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-24,6%,94.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-31,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-31,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-31,US Bank Stock,146.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-31,NY Bank stock,140.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-31,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-31,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-03-31,Merchants' Bank,107.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-03-31,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-31,6%,94.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-31,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-03-31,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-07,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-07,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-07,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-07,US Bank Stock,145.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-07,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-07,NY Bank stock,139.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-07,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-07,Merchants' Bank,108.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-07,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-07,6%,94.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-07,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-14,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-14,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-14,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-14,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-14,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-14,Merchants' Bank,106.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-14,6%,94.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-14,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-14,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-14,NY Bank stock,138.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-14,Manhattan Bank stock,129.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-14,US Bank Stock,144.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-21,Merchants' Bank,106.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-21,NY Bank stock,138.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-21,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-21,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-21,Manhattan Bank stock,126.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-21,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-21,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-21,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-21,6%,93.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-21,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-21,8%,106.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-21,US Bank Stock,144.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-28,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-28,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-28,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-28,United Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-28,US Bank Stock,144.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-28,8%,106.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-28,6%,93.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-28,NY Bank stock,134.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-28,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-04-28,Merchants' Bank,106.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-04-28,Columbian Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-04-28,Manhattan Bank stock,126.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-05,8%,106.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-05,6%,93.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-05,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-05,NY ins. shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-05,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-05,Merchants' Bank,100.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-05,Manhattan Bank stock,130.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-05,US Bank Stock,144.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-05,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-05,NY Bank stock,134.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-05,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-05,Columbian Ins. Shares,106.5,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-12,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-12,US Bank Stock,144.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-12,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-12,NY Bank stock,133.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-12,6%,93.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-12,Manhattan Bank stock,129.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-12,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-12,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-12,Marine Ins. Shares,109.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-12,NY ins. shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-12,Merchants' Bank,99.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-12,Columbian Ins. Shares,107.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-19,NY Bank stock,133.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-19,Marine Ins. Shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-19,Columbian Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-19,US Bank Stock,144.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-19,Manhattan Bank stock,128.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-19,Merchants' Bank,99.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-19,6%,93.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-19,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-19,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-19,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-19,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-19,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-26,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-26,NY Bank stock,133.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-26,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-26,Marine Ins. Shares,102.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-26,Manhattan Bank stock,128.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-26,Columbian Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-26,6%,93.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-26,Merchants' Bank,99.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-26,US Bank Stock,145.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-05-26,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-05-26,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-05-26,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-02,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-02,Merchants' Bank,96.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-02,NY Bank stock,133.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-02,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-02,Manhattan Bank stock,130.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-02,Marine Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-02,US Bank Stock,145.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-02,6%,93.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-02,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-02,Columbian Ins. Shares,103.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-02,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-02,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-09,Manhattan Bank stock,131.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-09,US Bank Stock,145.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-09,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-09,6%,93.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-09,Merchants' Bank,95.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-09,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-09,NY Bank stock,133.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-09,Marine Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-09,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-09,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-09,Columbian Ins. Shares,102.5,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-09,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-16,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-16,US Bank Stock,145.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-16,Columbian Ins. Shares,102.5,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-16,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-16,8%,108.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-16,6%,94.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-16,NY ins. shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-16,NY Bank stock,134.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-16,Marine Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-16,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-16,Merchants' Bank,95.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-16,Manhattan Bank stock,131.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-23,Manhattan Bank stock,131.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-23,NY ins. shares,107.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-23,Columbian Ins. Shares,102.5,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-23,US Bank Stock,145.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-23,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-23,6%,94.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-23,Marine Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-23,NY Bank stock,134.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-23,8%,108.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-23,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-23,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-30,Manhattan Bank stock,131.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-30,US Bank Stock,146.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-30,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-30,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-30,8%,106.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-30,NY Bank stock,134.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-30,6%,93.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-30,Columbian Ins. Shares,104.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-06-30,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-06-30,Merchants' Bank,96.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-06-30,Marine Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-07,Manhattan Bank stock,126.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-07,Marine Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-07,Columbian Ins. Shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-07,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-07,8%,106.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-07,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-07,US Bank Stock,146.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-07,6%,93.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-07,NY Bank stock,135.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-07,Merchants' Bank,95.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-07,United Ins. Shares,100.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-14,Merchants' Bank,95.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-14,3%,57.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-14,Manhattan Bank stock,126.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-14,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-14,NY Bank stock,135.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-14,8%,106.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-14,Marine Ins. Shares,102.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-14,Columbian Ins. Shares,111.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-14,US Bank Stock,142.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-14,United Ins. Shares,102.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-14,6%,93.5,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-21,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-21,US Bank Stock,142.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-21,NY ins. shares,111.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-21,Columbian Ins. Shares,111.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-21,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-21,Merchants' Bank,96.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-21,NY Bank stock,135.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-21,Marine Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-21,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-21,United Ins. Shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-21,Manhattan Bank stock,127.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-28,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-28,NY ins. shares,111.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-28,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-28,Columbian Ins. Shares,111.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-28,6%,95.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-28,Merchants' Bank,97.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-28,Manhattan Bank stock,129.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-28,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-07-28,United Ins. Shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-28,Marine Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-07-28,NY Bank stock,136.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-07-28,US Bank Stock,142.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-04,6%,95.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-04,NY Bank stock,137.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-04,Manhattan Bank stock,129.5,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-04,Columbian Ins. Shares,111.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-04,NY ins. shares,111.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-04,US Bank Stock,142.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-04,Marine Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-04,Merchants' Bank,98.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-04,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-04,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-04,United Ins. Shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-04,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-11,Columbian Ins. Shares,112.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-11,Manhattan Bank stock,129.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-11,8%,107.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-11,Marine Ins. Shares,106.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-11,United Ins. Shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-11,US Bank Stock,143.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-11,NY Bank stock,137.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-11,3%,58.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-11,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-11,Merchants' Bank,98.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-11,6%,95.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-11,NY ins. shares,112.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-18,NY Bank stock,137.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-18,6%,95.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-18,navy 6%,98.0,NY Price Current,New York Price Current 1800-1817.xls,Government
1804-08-18,Merchants' Bank,98.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
1804-08-18,Columbian Ins. Shares,112.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-18,NY ins. shares,112.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-18,United Ins. Shares,105.0,NY Price Current,New York Price Current 1800-1817.xls,Insurance
1804-08-18,US Bank Stock,143.0,NY Price Current,New York Price Current 1800-1817.xls,Bank
