date,"5s, 1853","6s, 1862","6s, 1856","6s, 1867","6s, 1868","5s, 1865","5s, 1874"
1843-02-11,,102.4375,,,,,
1843-02-18,,103.375,,,,,
1843-02-25,,103.5,,,,,
1843-03-04,,,,,,,
1843-03-11,,104.875,,,,,
1843-03-18,,106.625,,,,,
1843-03-25,,107.125,,,,,
1843-04-01,,107.25,,,,,
1843-04-08,,107.5,,,,,
1843-04-15,,108.5,,,,,
1843-04-22,,112.5,,,,,
1843-04-29,,112.375,,,,,
1843-05-06,,112.25,,,,,
1843-05-13,,112.75,,,,,
1843-05-20,,112.25,,,,,
1843-05-27,,113.5,,,,,
1843-06-03,,112.75,,,,,
1843-06-10,,112.625,,,,,
1843-06-17,,112.75,,,,,
1843-06-24,,113.75,,,,,
1843-07-01,,,,,,,
1843-07-08,104.75,115.75,,,,,
1843-07-15,104.75,115.0,,,,,
1843-07-22,103.75,114.5,,,,,
1843-07-29,,114.125,,,,,
1843-08-05,,,,,,,
1843-08-12,,113.875,,,,,
1843-08-19,103.5,114.375,,,,,
1843-08-26,,114.25,,,,,
1843-09-02,,113.875,,,,,
1843-09-09,,113.75,,,,,
1843-09-16,102.875,114.3125,,,,,
1843-09-23,,114.125,,,,,
1843-09-30,,114.125,,,,,
1843-10-07,,114.3125,,,,,
1843-10-14,103.5,114.5,,,,,
1843-10-21,,114.9375,,,,,
1843-10-28,103.75,115.625,,,,,
1843-11-04,104.375,116.375,,,,,
1843-11-11,105.625,118.5,,,,,
1843-11-18,105.0,108.375,,,,,
1843-11-25,105.875,118.625,,,,,
1843-12-02,105.25,115.25,,,,,
1843-12-09,105.375,116.125,,,,,
1843-12-16,103.625,116.1875,,,,,
1843-12-23,103.625,115.75,,,,,
1843-12-30,103.625,115.125,,,,,
1844-01-06,103.375,115.0,,,,,
1844-01-13,103.0,114.375,,,,,
1844-01-20,102.5,113.25,,,,,
1844-01-27,102.5625,113.625,,,,,
1844-02-03,102.875,113.25,,,,,
1844-02-10,102.625,113.8125,,,,,
1844-02-17,102.875,114.25,,,,,
1844-02-24,103.5,115.75,,,,,
1844-03-02,103.625,115.5,,,,,
1844-03-09,103.75,116.3125,,,,,
1844-03-16,103.75,115.875,,,,,
1844-03-23,102.375,113.375,,,,,
1844-03-30,102.375,113.125,,,,,
1844-04-06,102.375,112.625,,,,,
1844-04-13,101.875,113.0,,,,,
1844-04-20,102.125,112.8125,,,,,
1844-04-27,102.125,113.25,,,,,
1844-05-04,103.25,114.75,,,,,
1844-05-11,103.5,114.875,,,,,
1844-05-18,104.5,115.25,,,,,
1844-05-25,104.5,115.375,,,,,
1844-06-01,104.75,116.625,,,,,
1844-06-08,102.375,113.5,,,,,
1844-06-15,102.0,112.5,,,,,
1844-06-22,102.25,112.9375,,,,,
1844-06-29,102.0,113.0625,,,,,
1844-07-06,102.25,113.375,,,,,
1844-07-13,102.375,113.25,,,,,
1844-07-20,102.4375,113.8125,,,,,
1844-07-27,102.9375,114.5,,,,,
1844-08-03,104.0,114.875,,,,,
1844-08-10,103.25,115.375,,,,,
1844-08-15,,,,,,,
1844-08-24,102.875,115.375,,,,,
1844-08-31,103.25,115.25,,,,,
1844-09-07,103.375,115.25,,,,,
1844-09-14,103.75,115.25,,,,,
1844-09-21,103.75,115.8125,,,,,
1844-09-28,104.75,116.0,,,,,
1844-10-05,104.875,116.1875,,,,,
1844-10-12,105.0,116.75,,,,,
1844-10-19,106.0,118.5,,,,,
1844-10-26,106.25,118.5,,,,,
1844-11-02,106.25,119.0,,,,,
1844-11-09,106.5,120.0,,,,,
1844-11-16,104.5,118.125,,,,,
1844-11-23,104.875,115.625,,,,,
1844-11-30,104.75,115.5,,,,,
1844-12-07,102.625,113.0,,,,,
1844-12-14,102.75,114.125,,,,,
1844-12-21,103.5,113.5,,,,,
1844-12-28,103.25,112.875,,,,,
1845-01-04,103.75,114.0,,,,,
1845-01-11,104.0,114.0,,,,,
1845-01-18,103.75,113.9375,,,,,
1845-01-25,103.5,114.0,,,,,
1845-02-01,103.5,114.0,,,,,
1845-02-08,103.25,114.0,,,,,
1845-02-15,103.875,114.0,,,,,
1845-02-22,104.25,114.0,,,,,
1845-03-01,104.25,114.25,,,,,
1845-03-08,,,,,,,
1845-03-15,103.0,114.0,,,,,
1845-03-22,104.0,113.75,,,,,
1845-03-29,104.25,114.5,,,,,
1845-04-05,104.25,114.125,,,,,
1845-04-12,103.5,114.0,,,,,
1845-04-19,,,,,,,
1845-04-26,104.0,113.0,,,,,
1845-05-03,104.0,112.875,,,,,
1845-05-10,104.25,113.0,,,,,
1845-05-17,,113.0,,,,,
1845-05-24,104.25,113.875,,,,,
1845-05-31,104.0,114.5,,,,,
1845-06-07,103.5,112.5,,,,,
1845-06-14,,112.25,,,,,
1845-06-21,102.25,112.25,,,,,
1845-06-28,102.75,112.0,,,,,
1845-07-05,103.0,113.0,,,,,
1845-07-12,104.0,114.0,,,,,
1845-07-19,,,,,,,
1845-07-26,104.5,115.0,,,,,
1845-08-02,104.0,114.25,,,,,
1845-08-09,103.75,114.25,,,,,
1845-08-16,103.75,114.0,,,,,
1845-08-23,103.25,110.5,,,,,
1845-08-30,103.25,109.625,,,,,
1845-09-06,,,,,,,
1845-09-13,103.125,110.75,,,,,
1845-09-20,103.75,110.625,,,,,
1845-09-27,103.0,111.0,,,,,
1845-10-04,103.0,111.5,,,,,
1845-10-11,103.0,111.75,,,,,
1845-10-18,103.0,111.5,,,,,
1845-10-25,102.625,111.375,,,,,
1845-11-01,103.0,111.75,,,,,
1845-11-08,102.875,111.0,,,,,
1845-11-15,102.5,110.5,,,,,
1845-11-22,103.0,111.25,,,,,
1845-11-29,104.0,112.0,,,,,
1845-12-06,,109.125,,,,,
1845-12-13,100.5,108.75,,,,,
1845-12-20,100.25,107.0,,,,,
1845-12-27,96.375,106.0,,,,,
1846-01-03,96.375,107.5,,,,,
1846-01-10,,107.75,,,,,
1846-01-17,98.0,106.5,,,,,
1846-01-24,98.5,106.0,,,,,
1846-01-31,,107.75,,,,,
1846-02-07,98.75,108.0,,,,,
1846-02-14,99.5,107.75,,,,,
1846-02-21,99.5,108.0,,,,,
1846-02-28,99.0,110.5,,,,,
1846-03-07,,110.5,,,,,
1846-03-14,101.5,111.125,,,,,
1846-03-21,101.0,111.5,,,,,
1846-03-28,100.0,110.0,,,,,
1846-04-04,101.5,110.5,,,,,
1846-04-11,101.5,108.75,,,,,
1846-04-18,,107.0,,,,,
1846-04-25,,108.5,,,,,
1846-05-02,,109.0,,,,,
1846-05-09,100.0,109.375,,,,,
1846-05-16,98.0,106.75,,,,,
1846-05-23,,104.0,,,,,
1846-05-30,,104.5,,,,,
1846-06-06,98.0,102.0,,,,,
1846-06-13,100.375,104.75,,,,,
1846-06-20,100.0,104.0,,,,,
1846-06-27,100.0,104.0,,,,,
1846-07-04,,,,,,,
1846-07-11,98.75,106.0,,,,,
1846-07-18,98.5,107.0,,,,,
1846-07-25,,106.0,,,,,
1846-08-01,98.5,106.25,,,,,
1846-08-08,99.0,106.125,,,,,
1846-08-15,,106.0,,,,,
1846-08-22,,104.75,,,,,
1846-08-29,,102.75,,,,,
1846-09-05,96.5,103.0,,,,,
1846-09-12,,105.0,,,,,
1846-09-19,,104.5,,,,,
1846-09-26,97.25,105.5,,,,,
1846-10-03,96.6875,106.25,,,,,
1846-10-10,96.25,106.0,,,,,
1846-10-17,,,,,,,
1846-10-24,,106.25,,,,,
1846-10-31,96.0,105.5,,,,,
1846-11-07,95.5,104.5,,,,,
1846-11-14,96.5,106.5,,,,,
1846-11-21,96.5,105.375,,,,,
1846-11-28,,,,,,,
1846-12-05,93.5,101.75,,,,,
1846-12-12,93.5,100.5,,,,,
1846-12-19,91.0,100.25,99.25,,,,
1846-12-26,91.25,100.5,99.125,,,,
1847-01-02,91.375,101.0,98.75,,,,
1847-01-09,91.3125,100.1875,98.5,,,,
1847-01-16,91.0,100.0,97.25,,,,
1847-01-23,,100.4375,98.625,,,,
1847-01-30,,,,,,,
1847-02-06,,102.75,101.125,,,,
1847-02-13,,102.5,100.625,,,,
1847-02-20,94.5,103.0,101.375,,,,
1847-02-27,94.0,103.0,101.5,,,,
1847-03-06,94.5,103.0,101.4375,,,,
1847-03-13,,102.5,101.625,,,,
1847-03-20,94.0,102.375,101.375,,,,
1847-03-27,94.0,,101.6875,,,,
1847-04-03,94.25,102.75,101.75,,,,
1847-04-10,93.0,103.0,101.875,,,,
1847-04-17,94.5,104.75,104.0,,,,
1847-04-24,95.5,104.5,104.625,,,,
1847-05-01,,,,,,,
1847-05-08,96.0,105.0,105.75,,,,
1847-05-15,,106.5,105.75,,,,
1847-05-22,96.0,106.5,106.0,,,,
1847-05-29,98.0,107.5,106.875,,,,
1847-06-05,96.0,,103.5,,,,
1847-06-12,,106.25,104.625,,,,
1847-06-19,96.0,105.75,105.0,,,,
1847-06-26,97.5,106.25,105.25,,,,
1847-07-03,98.5,107.25,105.5,,,,
1847-07-10,,106.75,106.125,,,,
1847-07-17,,105.5,105.0,,,,
1847-07-24,98.0,105.5,105.75,,,,
1847-07-31,98.0,105.375,105.0,,,,
1847-08-07,96.5,105.5,105.375,106.125,,,
1847-08-14,97.0,105.0,104.75,105,,,
1847-08-21,97.0,103.875,,104,,,
1847-08-28,,104.375,102.875,104.5,,,
1847-09-04,,103.75,103.5,104,,,
1847-09-11,,102.0,,103.625,,,
1847-09-18,,104.75,,104.75,,,
1847-09-25,,105.25,105.0,105.375,,,
1847-10-02,98.25,105.0,103.25,104.5,,,
1847-10-09,,103.25,,102.75,,,
1847-10-16,,103.25,,103.25,,,
1847-10-23,93.0,102.75,101.5,103.0625,,,
1847-10-30,93.0,102.5,,102.875,,,
1847-11-06,93.0,102.75,,102.875,,,
1847-11-13,,102.0,101.5,102.375,,,
1847-11-20,,,,,,,
1847-11-27,,103.0,,102.5,,,
1847-12-04,,98.625,100.0,99.25,,,
1847-12-11,,98.75,99.0,99.5,,,
1847-12-18,,98.5,,,,,
1847-12-27,,99.25,,99.3125,,,
1848-01-03,,98.5,98.5,98.5,,,
1848-01-08,91.5,98.875,98.25,99.25,,,
1848-01-15,,98.375,,98.4375,,,
1848-01-22,87.625,97.5,96.375,98.375,,,
1848-01-29,87.5,97.0,96.0,99.125,,,
1848-02-05,89.25,98.0,97.125,100,,,
1848-02-12,91.25,100.25,98.25,101,,,
1848-02-19,,100.125,99.5,101,,,
1848-02-26,95.0,103.5,103.75,104,,,
1848-03-04,93.0,102.25,100.5,103,,,
1848-03-11,93.0,102.75,101.0,103.625,,,
1848-03-18,94.375,102.75,102.1875,103.25,,,
1848-03-25,92.25,102.25,101.75,102.25,,,
1848-04-01,92.0,102.75,102.0625,102.75,,,
1848-04-08,93.5,103.375,,103.625,,,
1848-04-15,94.0,104.0,103.125,104.125,,,
1848-04-23,93.0,103.0,103.0,104.25,,,
1848-04-29,,104.0625,102.625,104.5,,,
1848-05-06,93.0,,102.4375,104.5,,,
1848-05-13,94.5,103.25,102.5,104.3125,,,
1848-05-20,95.375,,102.5625,104.75,,,
1848-05-27,95.0,104.125,103.75,104.625,,,
1848-06-03,93.5,101.75,100.375,102.125,,,
1848-06-10,93.5,102.25,101.625,102.75,,,
1848-06-17,94.0,102.0,101.0,103,,,
1848-06-24,94.0,103.0,102.75,104.125,,,
1848-07-01,95.0,104.25,102.5,104.5,,,
1848-07-08,,104.375,103.0,104.75,,,
1848-07-15,,103.8125,103.0625,104.375,,,
1848-07-22,93.5,103.375,103.0,104.25,,,
1848-07-29,94.0,103.75,103.0,104,,,
1848-08-05,93.25,,102.0,103.5,,,
1848-08-12,93.375,103.5,102.0,104.375,,,
1848-08-19,93.125,103.125,102.25,104.4375,,,
1848-08-26,93.375,103.125,102.875,104.25,,,
1848-09-02,93.5,,102.0,104,,,
1848-09-09,93.375,103.25,102.5,104,,,
1848-09-16,94.0,103.4375,103.375,104.25,,,
1848-09-23,93.75,102.875,101.0,104,,,
1848-09-30,93.375,103.5,102.75,104.125,,,
1848-10-07,93.0,103.0,103.0,104,,,
1848-10-14,93.375,103.25,102.5,104.375,,,
1848-10-21,93.9375,103.0,102.75,104.5625,,,
1848-10-28,94.125,103.75,103.0,104.375,,,
1848-11-04,94.375,104.0,103.1875,105,,,
1848-11-11,,104.0,103.375,105.375,,,
1848-11-18,95.75,104.75,103.875,105.625,,,
1848-11-25,98.0,107.25,104.75,107.5625,108.125,,
1848-12-02,96.75,104.75,102.5,,105.75,,
1848-12-09,97.0,,103.125,106.375,107.0,,
1848-12-16,97.5,106.0,103.5625,107.6875,108.5,,
1848-12-23,97.875,106.625,103.75,107.625,107.875,,
1848-12-30,,104.625,103.625,107,107.0,,
1849-01-06,,107.0,104.5,108.125,108.4375,,
1849-01-13,,107.25,104.75,108,109.0,,
1849-01-20,99.25,107.75,105.0,108.875,109.625,,
1849-01-27,99.75,,105.0625,109.375,109.8125,,
1849-02-03,99.5,,,108.25,109.5,,
1849-02-10,97.75,106.75,103.75,108.5,109.25,,
1849-02-17,99.0,107.5,,110.125,111.25,,
1849-02-24,99.5,109.0,105.625,111.75,113.0,,
1849-03-03,99.5,109.125,105.125,111.625,112.75,,
1849-03-10,99.25,109.5,105.25,111.875,112.75,,
1849-03-17,99.25,108.0,,110.5,112.5,,
1849-03-24,,,,,,,
1849-03-31,,,,,,,
1849-04-07,97.625,107.75,104.5,109.875,,,
1849-04-14,98.125,107.5,104.75,110.5,110.75,,
1849-04-21,99.0,,105.5,110.625,111.75,,
1849-04-28,,108.625,106.125,111.125,111.75,,
1849-05-05,99.25,109.25,106.75,111.875,112.25,,
1849-05-12,100.0,109.25,107.0,112.5,,,
1849-05-19,100.25,109.5,106.75,112.5,113.25,,
1849-05-25,101.5,105.125,107.0,113.5,114.5,,
1849-06-02,97.5,108.0,106.0,111,111.875,,
1849-06-09,100.125,110.25,106.0,113.875,114.75,,
1849-06-16,100.0,111.0,107.5,116.5,117.5,,
1849-06-23,101.25,111.5,107.5,117,117.5,,
1849-06-30,101.375,111.75,107.5,116.9375,,,
1849-07-07,101.75,111.875,107.5,116.875,117.0,,
1849-07-14,101.5,111.375,107.125,116.5,116.375,,
