date,"5s, 1853","6s, 1862","6s, 1856","6s, 1867","6s, 1868","5s, 1865","5s, 1874"
1848-06-24,5.319148936170213,5.825242718446602,5.839416058394161,5.762304921968788,,,
1848-07-01,5.263157894736842,5.755395683453238,5.853658536585367,5.741626794258373,,,
1848-07-08,,5.748502994011976,5.825242718446602,5.727923627684964,,,
1848-07-15,,5.779650812763395,5.821710127349909,5.748502994011976,,,
1848-07-22,5.347593582887701,5.804111245465538,5.825242718446602,5.755395683453238,,,
1848-07-29,5.319148936170213,5.783132530120482,5.825242718446602,5.769230769230769,,,
1848-08-05,5.361930294906166,,5.88235294117647,5.797101449275362,,,
1848-08-12,5.35475234270415,5.797101449275362,5.88235294117647,5.748502994011976,,,
1848-08-19,5.369127516778524,5.818181818181818,5.8679706601467,5.745062836624776,,,
1848-08-26,5.35475234270415,5.818181818181818,5.83232077764277,5.755395683453238,,,
1848-09-02,5.347593582887701,,5.88235294117647,5.769230769230769,,,
1848-09-09,5.35475234270415,5.811138014527845,5.853658536585367,5.769230769230769,,,
1848-09-16,5.319148936170213,5.80060422960725,5.804111245465538,5.755395683453238,,,
1848-09-23,5.333333333333334,5.83232077764277,5.9405940594059405,5.769230769230769,,,
1848-09-30,5.35475234270415,5.797101449275362,5.839416058394161,5.762304921968788,,,
1848-10-07,5.376344086021505,5.825242718446602,5.825242718446602,5.769230769230769,,,
1848-10-14,5.35475234270415,5.811138014527845,5.853658536585367,5.748502994011976,,,
1848-10-21,5.322687957418496,5.825242718446602,5.839416058394161,5.738194859533772,,,
1848-10-28,5.3120849933598935,5.783132530120482,5.825242718446602,5.748502994011976,,,
1848-11-04,5.298013245033113,5.769230769230769,5.814657783161721,5.714285714285714,,,
1848-11-11,,5.769230769230769,5.804111245465538,5.6939501779359425,,,
1848-11-18,5.221932114882506,5.727923627684964,5.776173285198556,5.680473372781065,,,
1848-11-25,5.1020408163265305,5.594405594405594,5.727923627684964,5.57815223707147,5.5491329479768785,,
1848-12-02,5.167958656330749,5.727923627684964,5.853658536585367,,5.673758865248227,,
1848-12-09,5.154639175257731,,5.818181818181818,5.64042303172738,5.607476635514018,,
1848-12-16,5.128205128205128,5.660377358490567,5.793602896801448,5.571677307022635,5.529953917050691,,
1848-12-23,5.108556832694764,5.627198124267292,5.783132530120482,5.574912891986063,5.5619930475086905,,
1848-12-30,,5.734767025089606,5.790108564535585,5.607476635514018,5.607476635514018,,
1849-01-06,,5.607476635514018,5.741626794258373,5.5491329479768785,5.53314121037464,,
1849-01-13,,5.594405594405594,5.727923627684964,5.555555555555555,5.5045871559633035,,
1849-01-20,5.037783375314862,5.56844547563805,5.714285714285714,5.510907003444316,5.473204104903079,,
1849-01-27,5.012531328320802,,5.710886377156454,5.485714285714286,5.463858850313033,,
1849-02-03,5.025125628140704,,,5.542725173210162,5.47945205479452,,
1849-02-10,5.115089514066496,5.620608899297424,5.783132530120482,5.529953917050691,5.491990846681922,,
1849-02-17,5.05050505050505,5.5813953488372094,,5.448354143019296,5.393258426966292,,
1849-02-24,5.025125628140704,5.5045871559633035,5.680473372781065,5.369127516778524,5.3097345132743365,,
1849-03-03,5.025125628140704,5.498281786941581,5.707491082045184,5.375139977603583,5.321507760532151,,
1849-03-10,5.037783375314862,5.47945205479452,5.7007125890736345,5.363128491620111,5.321507760532151,,
1849-03-17,5.037783375314862,5.555555555555555,,5.429864253393665,5.333333333333334,,
1849-03-24,,,,,,,
1849-03-31,,,,,,,
1849-04-07,5.121638924455826,5.56844547563805,5.741626794258373,5.460750853242321,,,
1849-04-14,5.095541401273886,5.5813953488372094,5.727923627684964,5.429864253393665,5.417607223476298,,
1849-04-21,5.05050505050505,,5.687203791469194,5.423728813559322,5.369127516778524,,
1849-04-28,,5.523590333716916,5.6537102473498235,5.399325084364454,5.369127516778524,,
1849-05-05,5.037783375314862,5.491990846681922,5.620608899297424,5.363128491620111,5.3452115812917596,,
1849-05-12,5.0,5.491990846681922,5.607476635514018,5.333333333333334,,,
1849-05-19,4.987531172069826,5.47945205479452,5.620608899297424,5.333333333333334,5.298013245033113,,
1849-05-25,4.926108374384237,5.707491082045184,5.607476635514018,5.286343612334802,5.240174672489083,,
1849-06-02,5.128205128205128,5.555555555555555,5.660377358490567,5.405405405405405,5.363128491620111,,
1849-06-09,4.9937578027465666,5.442176870748299,5.660377358490567,5.26893523600439,5.228758169934641,,
1849-06-16,5.0,5.405405405405405,5.5813953488372094,5.150214592274678,5.106382978723404,,
1849-06-23,4.938271604938271,5.381165919282512,5.5813953488372094,5.128205128205128,5.106382978723404,,
1849-06-30,4.932182490752158,5.369127516778524,5.5813953488372094,5.130946018172101,,,
1849-07-07,4.914004914004914,5.363128491620111,5.5813953488372094,5.133689839572193,5.128205128205128,,
1849-07-14,4.926108374384237,5.387205387205387,5.600933488914819,5.150214592274678,5.155746509129968,,
1849-07-21,4.932182490752158,5.393258426966292,5.597667638483965,5.141938939475094,5.130946018172101,,
1849-07-28,4.932182490752158,5.387205387205387,5.6173200702165005,5.164066702528241,5.161290322580645,,
1849-08-04,4.932182490752158,5.375139977603583,5.607476635514018,5.1976177585273415,5.200433369447454,,
1849-08-11,4.932182490752158,5.387205387205387,5.604203152364273,5.208898534997287,5.211726384364821,,
1849-08-18,4.932182490752158,5.381165919282512,5.597667638483965,5.240174672489083,5.243036592026215,,
1849-08-25,,5.399325084364454,5.607476635514018,5.240174672489083,5.223068552774755,,
1849-09-01,4.9504950495049505,5.405405405405405,5.597667638483965,5.2805280528052805,5.25164113785558,,
1849-09-08,,5.454545454545454,5.594405594405594,5.298013245033113,5.07399577167019,,
1849-09-15,4.9937578027465666,5.473204104903079,5.607476635514018,5.3392658509454956,5.321507760532151,,
1849-09-22,,5.517241379310345,5.633802816901409,5.381165919282512,5.381165919282512,,
1849-09-29,,5.47945205479452,5.660377358490567,5.393258426966292,5.387205387205387,,
1849-10-06,,5.5045871559633035,5.660377358490567,5.454545454545454,5.429864253393665,,
1849-10-13,,5.5045871559633035,5.604203152364273,,,,
1849-10-20,,5.47945205479452,5.607476635514018,5.3452115812917596,5.330372015546918,,
1849-10-27,,5.454545454545454,5.555555555555555,5.286343612334802,5.283434232250963,,
1849-11-03,,,,,,,
1849-11-10,,,,,,,
1849-11-17,,,,5.263157894736842,,,
1849-11-24,4.8959608323133414,5.405405405405405,5.529953917050691,5.257393209200438,,,
1849-12-01,,5.381165919282512,5.454545454545454,5.26027397260274,5.248769819573537,,
1849-12-08,4.996876951905059,5.529953917050691,5.620608899297424,5.423728813559322,5.405405405405405,,
1849-12-15,4.996876951905059,5.542725173210162,5.633802816901409,5.399325084364454,5.393258426966292,,
1849-12-22,4.9937578027465666,5.523590333716916,5.620608899297424,5.429864253393665,5.417607223476298,,
1849-12-29,4.9937578027465666,5.529953917050691,5.667060212514758,5.405405405405405,5.399325084364454,,
