month,market,Beer & Brewing,Cement & Building Materials,Chemicals,Coal Mining,Commercial Bank,Cotton Textiles,Electrical Equipment & Power,Explosives & Ammunition,Food Processing,Gas & Lighting,Glass Manufacturing,Gold & Precious Metals,Housing & Construction,Insurance,Iron & Steel,Land Bank,Machinery & Mechanical Engineering,Matches,Mercury Mining,Mining (General),Oil Production & Refining,Oil Transport & Pipeline,Other / Unclassified,Other Textiles,Paper & Cardboard,Pawnshop & Lending,Pharmaceuticals & Perfume,Printing & Publishing,Railway,Railway Car & Locomotive Building,Rubber Manufacturing,Shipbuilding,Steamship & Shipping,Sugar,Telephone & Communications,Timber & Forestry,Tobacco,Trading & Commerce,Vodka & Spirits,Water Supply
1900-08,10.13789,1.54595,0.83391,1.42105,0.55236,9.99272,1.00279,0.88612,,3.86151,2.8011,0.53099,0.4893,0.00576,12.82956,2.05733,91.9616,0.98337,,0.696,1.78029,1.8409,1.25,3.03922,1.67838,1.06472,6.12043,,0.96032,3.51477,1.14912,0.04518,,8.02739,0.25592,,0.92632,1.0,0.74074,1.6932,23.05765
1900-09,10.04484,1.49661,0.82661,1.42105,0.55788,9.88647,1.00279,0.88612,,3.94309,2.8147,0.46643,0.48007,0.00576,12.92668,2.02785,91.80474,0.94561,,0.696,1.85709,1.82817,1.41667,3.03922,1.67838,1.06472,6.07027,,0.96032,3.42379,1.12281,0.04819,,7.89218,0.25592,,0.92632,1.0,0.74074,1.70832,23.05765
1900-10,9.92313,1.49236,0.8079,1.42105,0.51194,9.98559,1.00279,0.88612,,3.94309,2.78763,0.45398,0.47847,0.00576,12.55697,1.93952,91.12062,0.98759,,0.696,1.87644,1.72752,1.41667,3.03922,1.67838,1.06472,6.09674,,0.96032,3.41318,1.11842,0.04819,,7.664,0.26379,,0.92632,1.0,0.74074,1.71581,23.14763
1900-11,9.85138,1.49662,0.7675,1.42105,0.49524,9.95961,1.00279,0.88612,,3.94309,2.84229,0.45524,0.44786,0.00576,12.53356,1.87728,91.93417,0.98299,,0.696,2.0328,1.72805,1.41667,3.03922,1.67838,1.06472,6.04225,,0.96032,3.3293,1.13596,0.04217,,7.35381,0.26773,,0.92632,1.0,0.6963,1.71581,23.14763
1900-12,10.19277,1.50607,0.68144,1.42105,0.43766,9.60026,1.00279,0.72689,,3.91077,2.77526,0.42322,0.37321,0.00576,12.42858,1.605,91.85676,0.89632,,0.64,1.8876,1.70374,1.41667,3.03922,1.67838,0.99302,5.74195,,1.04762,3.1358,0.92105,0.04217,,7.63382,0.25093,,0.06316,1.0,0.6963,1.60391,22.91895
1901-01,10.03534,1.50607,0.68144,1.42105,0.42038,9.30936,0.9053,0.72689,,3.91077,2.76152,0.4454,0.44786,0.00576,12.36658,1.45429,88.56892,0.85066,,0.64,1.8876,1.61409,1.41667,3.03922,1.67838,0.89993,5.8925,,1.04762,3.17364,0.9386,0.04217,,7.55917,0.23525,,0.06316,1.0,0.6963,1.60391,22.91895
1901-02,9.95345,1.57732,0.75475,1.42105,0.41438,9.32642,0.9053,0.72689,,3.51969,2.76152,0.44961,0.43853,0.00576,12.51589,1.44108,86.82441,0.82059,,0.64,2.0449,1.63576,1.41667,3.03922,1.67838,0.53996,5.69436,,1.04762,3.1709,0.91228,0.04217,,7.37147,0.23525,,0.06316,1.0,0.6963,1.62797,22.69858
1901-03,9.93334,1.56576,0.75475,1.42105,0.40193,9.47854,0.88015,0.58152,,3.77634,2.76152,0.47241,0.43853,0.00576,12.18843,1.47765,84.34785,0.87615,,0.64,2.0449,1.65407,1.41667,3.03922,1.67838,0.53996,5.65387,,1.04762,3.21753,0.92105,0.04217,,7.45933,0.25093,,0.06316,1.0,0.6963,1.62797,22.69858
1901-04,9.7097,1.58142,0.75475,1.42105,0.40532,9.30223,0.87135,0.53998,,3.77634,2.76152,0.46696,0.42878,0.00576,11.98928,1.45289,83.101,0.86252,,0.64,1.98294,1.56398,1.41667,3.03922,1.67838,0.53996,5.65387,,1.04762,3.26347,0.85088,0.04819,,7.29781,0.25093,,0.06316,1.0,0.66602,1.62797,22.69858
1901-05,9.82489,1.58142,0.77833,1.42105,0.41427,9.75176,0.87135,0.53998,,3.77634,2.76152,0.48563,0.42878,0.00576,11.93253,1.48543,82.23743,0.78493,,0.64,1.58772,1.73265,1.41667,3.03922,1.67838,0.53996,5.75483,,1.04762,3.42938,0.94298,0.04819,,8.29267,0.21508,,0.06316,1.0,0.75684,1.707,22.69858
1901-06,8.82154,1.58142,0.77833,1.42105,0.41427,9.01904,0.75641,0.41537,,3.77634,2.76152,0.37826,0.42878,0.00576,11.25098,1.42408,75.41277,0.67133,,0.64,1.19079,1.64038,1.41667,3.03922,1.67838,0.53996,5.75483,,1.04762,3.38828,0.94298,0.04819,,7.43882,0.21508,,0.06316,1.0,0.75684,1.707,23.5567
1901-07,7.97379,1.47109,0.77833,1.42105,0.41427,8.62408,0.71707,0.41537,,3.77634,2.76152,0.37826,0.42878,0.00576,10.70574,1.1728,72.53806,0.64528,,0.64,1.01758,1.37777,1.41667,3.03922,1.67838,0.53996,5.75483,,1.04762,3.17366,0.84211,0.04819,,7.19747,0.21508,,0.06316,1.0,0.75684,1.707,22.37886
1901-08,7.85057,1.22591,0.77833,1.42105,0.41427,8.39322,0.83659,0.41537,,3.77634,2.76152,0.33233,0.42878,0.00576,10.4107,1.12722,71.59063,0.64691,,0.64,1.04938,1.41717,1.41667,3.03922,1.67838,0.53996,5.75483,,1.04762,3.06973,0.83333,0.04819,,7.88278,0.21508,,0.06316,1.0,0.72657,1.707,22.78575
1901-09,7.97388,1.22591,0.77833,1.42105,0.41427,8.68408,0.83659,0.41537,,3.77634,2.76152,0.32256,0.42878,0.00576,9.62201,1.04297,73.06836,0.63357,,0.64,1.04938,1.46833,1.41667,3.03922,1.67838,0.53996,5.72098,,1.04762,3.10239,0.83333,0.04819,,7.47118,0.21508,,0.06316,1.0,0.72657,1.707,23.44051
1901-10,7.91857,1.22591,0.77833,1.42105,0.41427,8.35272,0.83659,0.41537,,3.77634,2.76152,0.33966,0.42878,0.00576,9.16814,0.93975,72.57367,0.63357,,0.64,1.04938,1.43991,1.41667,3.03922,1.67838,0.53996,5.72098,,1.04762,3.13231,0.83333,0.04819,,7.64098,0.21508,,0.06316,1.0,0.72657,1.707,23.44051
1901-11,7.60648,1.22591,0.77833,1.42105,0.41427,8.33704,0.70598,0.41537,,3.77634,2.76152,0.33155,0.42878,0.00576,9.16814,0.87575,73.0216,0.63577,,0.64,0.49383,1.26832,1.41667,3.03922,1.67838,0.53996,5.72098,,1.04762,3.1489,0.82456,0.04819,,7.85826,0.21508,,0.06316,1.0,0.72657,1.707,25.29108
1901-12,7.69036,1.1538,0.47172,1.42105,0.27544,8.03064,0.57146,0.41537,0.83333,3.77634,2.62344,0.31123,0.42878,0.00576,7.65287,0.79399,70.34265,0.62076,,0.64,0.35391,1.07171,1.41667,3.03922,1.67838,0.53996,5.87117,,1.04762,3.02046,0.71491,0.04819,,7.99756,0.18484,,0.06316,1.0,0.72657,1.50153,24.3658
1902-01,8.05543,1.36532,0.40489,1.42105,0.29511,7.77413,0.57146,0.41537,0.83333,2.7557,2.17963,0.29046,0.42878,0.00576,7.45876,0.73161,70.23606,0.56481,,0.62,0.35391,1.12047,1.41667,3.03922,1.67838,0.17999,5.8304,,1.04762,2.74292,0.70614,0.04819,,7.91595,0.17868,,0.06316,1.0,0.72657,1.50153,23.93833
1902-02,8.65469,1.33327,0.48201,1.42105,0.29511,8.62007,0.57146,0.41537,0.83333,2.80674,2.30072,0.31273,0.36753,0.00576,8.27769,0.80546,73.29168,0.70808,,0.62,0.35391,1.24803,1.41667,3.03922,1.67838,0.17999,5.68996,,1.04762,2.85137,0.83333,0.04819,,8.454,0.17714,,0.06316,1.0,0.72657,1.4225,23.93833
1902-03,8.81859,1.41019,0.43381,1.42105,0.32603,8.2322,0.57146,0.41537,0.83333,2.24539,2.30072,0.33758,0.42878,0.00576,8.11595,0.79813,74.10233,0.74862,,0.62,0.35391,1.37739,1.41667,3.03922,1.67838,0.17999,5.57616,,1.04762,3.03919,0.83333,0.04819,,8.3675,0.16173,,0.06316,1.0,0.72657,1.65958,24.3658
1902-04,8.77771,1.23072,0.44345,1.42105,0.37802,7.94424,0.69147,0.41537,0.83333,2.24539,2.42181,0.32163,0.43644,0.00576,7.70069,0.82495,73.32763,0.76019,,0.62,0.35391,1.30272,1.41667,3.03922,1.67838,0.17999,5.49167,,1.04762,2.94241,0.87281,0.04819,,9.04076,0.16173,,0.06316,1.0,0.72657,1.58055,26.07568
1902-05,8.5177,1.23072,0.44345,1.42105,0.30639,7.97285,0.69147,0.31153,0.83333,2.14333,2.48235,0.30006,0.38284,0.00576,7.27365,0.74211,72.92672,0.73838,,0.62,0.35391,1.29769,1.41667,3.03922,1.67838,0.17999,5.49167,,1.04762,2.79707,0.85526,0.04819,,8.94614,0.16173,,0.06316,1.0,0.72657,1.58055,27.78556
1902-06,8.33069,1.23072,0.44345,1.42105,0.30639,7.88616,0.69147,0.31153,0.83333,2.14333,2.48235,0.25899,0.30627,0.00576,7.43364,0.68424,71.96129,0.73705,,0.62,0.35391,1.35744,1.41667,3.03922,1.67838,0.17999,5.70741,,1.04762,2.62185,0.83333,0.04819,,8.27862,0.16173,,0.06316,1.0,0.72657,1.58055,28.6405
1902-07,8.271,1.1538,0.44345,1.42105,0.29515,7.86016,0.69147,0.31153,0.83333,2.29642,2.74365,0.26812,0.35221,0.00576,7.48147,0.68499,73.26337,0.74711,,0.62,0.35391,1.19279,1.41667,3.03922,1.67838,0.17999,5.62262,,1.04762,2.56866,0.84211,0.04819,,7.89162,0.16173,,0.06316,1.0,0.72657,1.58055,29.92291
1902-08,8.58875,1.1538,0.44345,1.42105,0.30077,8.07796,0.69147,0.31153,0.83333,2.04126,2.613,0.26895,0.38284,0.00576,8.99534,0.76537,75.7448,0.77653,,0.62,0.33975,1.16241,1.41667,3.03922,1.67838,0.17999,5.70813,,1.04762,2.61947,0.85965,0.04819,,8.56626,0.16173,,0.06316,1.0,0.72657,1.58055,30.77785
1902-09,8.57939,1.1538,0.41453,1.42105,0.25017,8.29094,0.69147,0.31153,0.83333,2.04126,2.48117,0.28389,0.38284,0.00576,9.35104,0.74902,82.78809,0.79375,,0.62,0.33975,1.06424,1.41667,3.03922,1.67838,0.17999,5.78727,,1.04762,2.63746,0.89474,0.04819,,8.97335,0.16173,,0.06316,1.0,0.85867,1.58055,30.77785
1902-10,8.79138,1.1538,0.41453,1.42105,0.23893,8.29624,0.69147,0.31153,0.83333,1.88817,1.95987,0.29584,0.30627,0.00576,9.4022,0.75369,83.56237,0.78495,,0.22,0.33975,1.12016,1.41667,3.03922,1.67838,0.17999,5.74708,,1.04762,2.62772,0.89035,0.04819,,9.35425,0.16173,,0.06316,1.0,0.85867,1.58055,30.77785
1902-11,8.91027,1.12495,0.51816,1.42105,0.25579,8.33863,0.73469,0.31153,0.83333,1.88817,2.34174,0.30886,0.32159,0.00576,9.70853,0.77759,83.69036,0.78499,,0.26,0.33975,1.1319,1.41667,3.03922,1.67838,0.17999,5.87408,,1.04762,2.64053,0.85526,0.04819,,9.60708,0.16173,,0.06316,1.0,0.85867,1.58055,30.77785
1902-12,9.3766,1.12784,0.49226,1.42105,0.27646,8.30682,0.68521,0.17801,0.83333,1.88817,2.39576,0.33453,0.29096,0.00576,9.92271,0.80103,83.88178,0.67639,,0.3,0.2265,1.14623,1.33333,3.03922,1.67838,0.018,5.8719,,1.04762,2.58773,0.79825,0.04819,,9.90739,0.14633,,0.06316,0.83333,0.85867,1.73861,33.34267
1903-01,9.56926,1.00252,0.49226,1.42105,0.27646,8.42972,0.68521,0.17801,0.83333,1.64786,1.96081,0.34554,0.2297,0.00576,10.3063,0.83715,85.82549,0.7033,,0.3,0.2265,1.07605,1.33333,3.03922,1.67838,0.018,5.76748,,1.04762,2.63135,0.80263,0.04819,,9.77109,0.14633,,0.06316,0.83333,0.85867,1.97569,34.19761
1903-02,9.72486,1.00252,0.49226,1.42105,0.27646,8.95092,0.68521,0.17801,0.83333,1.5855,2.16022,0.35765,0.26033,0.00576,10.64924,0.94439,83.61955,0.75262,,0.3,0.2265,1.12284,1.33333,3.03922,1.67838,0.018,5.65864,,1.04762,2.65431,0.85526,0.04819,,10.24194,0.14633,,0.06316,0.83333,0.85867,1.97569,34.19761
1903-03,9.4685,1.00252,0.49226,1.42105,0.27646,8.70304,0.68521,0.17801,0.83333,1.61223,1.84295,0.34057,0.2297,0.00576,10.54744,0.87771,81.13586,0.72514,,0.3,0.2265,1.13921,1.33333,3.03922,1.67838,0.018,5.74503,,1.04762,2.78713,0.80263,0.04819,,9.71011,0.14633,,0.06316,0.83333,0.85867,1.97569,34.19761
1903-04,9.09954,1.00252,0.49226,1.42105,0.27646,8.47583,0.68521,0.17801,0.83333,1.64786,1.91149,0.33861,0.24502,0.00576,10.02403,0.7983,81.2577,0.73195,,0.3,0.2265,1.10571,1.33333,3.03922,1.67838,0.00443,5.81527,,1.04762,2.7908,0.78947,0.04819,,9.47796,0.14633,,0.06316,0.83333,0.85867,1.97569,34.19761
1903-05,9.00216,1.00252,0.49226,1.42105,0.27646,8.3709,0.68521,0.17801,0.83333,1.64786,2.32479,0.3409,0.24502,0.00576,9.8471,0.79421,81.11046,0.7306,,0.3,0.2265,1.0637,1.33333,3.03922,1.67838,0.00346,5.81527,,1.04762,2.78869,0.77632,0.04819,,8.9676,0.14633,,0.06316,0.83333,0.85867,1.97569,35.99748
1903-06,9.23504,0.91906,0.54695,1.42105,0.27646,8.34115,0.68521,0.17801,0.83333,1.69239,2.35062,0.34064,0.25268,0.00576,10.76665,0.81862,83.22346,0.72956,,0.3,0.2265,1.02154,1.33333,3.03922,1.67838,0.00346,5.85456,,1.04762,2.78852,0.7807,0.04819,,8.78743,0.14633,,0.06316,0.83333,0.85867,1.97569,35.99748
1903-07,9.45631,1.1233,0.54695,1.42105,0.27646,8.49177,1.05637,0.17801,0.83333,1.64786,2.50695,0.36022,0.31393,0.00576,11.32354,0.85896,84.96595,0.75187,,0.3,0.2265,0.97559,1.33333,3.03922,1.67838,0.00346,5.95613,,1.04762,2.64752,0.78947,0.04819,,10.02441,0.14633,,0.06316,0.83333,0.85867,1.97569,40.80518
1903-08,9.70875,1.12592,0.54695,1.42105,0.27646,8.75705,1.05637,0.17801,0.83333,1.64786,2.8395,0.38211,0.28713,0.00576,11.59529,0.94691,88.12372,0.76048,,0.3,0.2265,0.97559,1.33333,3.03922,1.67838,0.00346,6.06412,,1.04762,2.92255,0.80263,0.04819,,10.55741,0.14633,,0.06316,0.83333,0.85867,1.97569,40.80518
1903-09,9.86327,1.17829,0.54695,1.42105,0.27646,8.86168,1.05637,0.17801,0.83333,1.64786,2.9082,0.38652,0.21439,0.00576,12.62889,0.95987,87.65022,0.77581,,0.3,0.2265,0.95461,1.33333,3.03922,1.67838,0.00346,6.0846,,1.04762,2.88598,0.85088,0.04819,,11.07025,0.12631,,0.06316,0.83333,0.85867,1.97569,39.17298
1903-10,9.91268,1.22149,0.54695,1.42105,0.27646,8.90249,1.05637,0.17801,0.83333,1.69239,2.81588,0.39161,0.2297,0.00576,12.51242,0.98999,87.34212,0.74793,,0.3,0.2265,0.80979,1.33333,3.03922,1.67838,0.00346,6.16689,,1.04762,3.20826,0.87719,0.04819,,11.05418,0.12631,,0.06316,0.83333,0.85867,1.59636,39.80183
1903-11,10.20082,1.20179,0.49226,1.42105,0.27646,9.05105,1.05637,0.07854,0.83333,1.73693,2.85627,0.39524,0.2297,0.00576,12.82701,1.07436,88.79881,0.76514,,0.3,0.15572,0.88142,1.33333,3.03922,1.67838,0.00346,6.33134,,1.04762,3.23602,0.86623,0.04819,,11.50408,0.12631,,0.06316,0.83333,0.85867,1.65958,39.80183
1903-12,10.76997,1.09086,0.51778,1.42105,0.27646,8.92484,0.82145,0.07592,1.0,1.78147,2.80742,0.37117,0.15799,0.00921,12.57344,1.04454,89.22754,0.85274,,0.3,0.13802,0.9379,1.33333,3.03922,2.34973,0.00346,6.41251,,1.04762,3.02172,0.80263,0.05121,,10.44032,0.10782,,0.06316,0.80128,0.85867,1.69909,37.61278
1904-01,10.37167,1.125,0.51778,1.42105,0.32011,7.98754,0.67085,0.09038,1.0,1.78147,2.74111,0.39568,0.15799,0.00921,11.8456,0.81523,84.39178,0.83512,,0.3,0.14953,0.80713,1.33333,3.03922,2.34973,0.00346,6.24765,,1.04762,2.57456,0.67982,0.0494,,9.43303,0.10782,,0.06316,0.80128,0.85867,1.69909,37.88934
1904-02,9.83338,1.11805,0.51778,1.42105,0.32593,7.78243,0.67085,0.09038,1.0,1.78147,2.63058,0.3693,0.15799,0.00921,11.95959,0.8535,81.70082,0.8029,,0.3,0.14953,0.76254,1.33333,3.03922,2.34973,0.00346,6.01862,,1.04762,2.60249,0.71053,0.0494,,9.45339,0.14787,,0.06316,0.80128,0.85867,1.69909,40.21437
1904-03,10.03625,1.137,0.43148,1.42105,0.33466,7.79127,0.67085,0.09038,1.0,1.73693,2.65268,0.3759,0.17116,0.00921,11.81774,0.8786,79.41188,0.83305,,0.3,0.14953,0.75358,1.33333,3.03922,2.34973,0.00346,5.97444,,1.04762,2.69391,0.72807,0.0494,,10.02497,0.14941,,0.06316,0.80128,0.85867,1.69909,41.27264
1904-04,10.04325,1.16069,0.43148,1.42105,0.34048,7.77627,0.67085,0.09038,1.0,1.75474,2.65268,0.3904,0.17544,0.00921,12.00077,0.96327,81.2211,0.92001,,0.3,0.14953,0.82692,1.33333,3.03922,2.34973,0.00346,6.00991,,1.04762,2.87675,0.76754,0.0494,,9.76763,0.12939,,0.06316,0.80128,0.85867,1.69909,42.16988
1904-05,10.02977,1.08815,0.43148,1.42105,0.34339,7.68449,0.67085,0.09038,1.0,1.75474,2.6969,0.38909,0.18218,0.00921,12.15902,0.9843,81.5271,0.92178,,0.3,0.11749,0.8072,1.33333,3.03922,2.34973,0.00346,6.05687,,1.04762,2.96413,0.76754,0.0494,,9.72171,0.12939,,0.06316,0.80128,0.85867,1.69909,42.9366
1904-06,10.09243,1.08815,0.43148,1.42105,0.36085,7.56745,0.67085,0.09038,1.0,1.75474,2.6969,0.36271,0.21592,0.00921,12.04084,0.98513,81.72722,0.89303,,0.3,0.09037,0.9256,1.33333,3.03922,2.34973,0.00346,5.99174,,1.04762,2.9719,0.76754,0.0494,,9.74852,0.12939,,0.06316,0.80128,0.85867,1.69909,46.69355
1904-07,10.03735,1.07473,0.43148,1.42105,0.37832,7.56153,0.67085,0.09038,1.0,1.55878,2.6969,0.31953,0.21592,0.00921,12.23857,1.05453,83.37999,0.92468,,0.3,0.08134,0.84392,1.55,3.03922,2.34973,0.00346,5.81017,,1.04762,2.98592,0.79386,0.0494,,9.4505,0.12939,,0.06316,0.80128,0.85867,1.69909,48.25001
1904-08,10.06693,1.07473,0.43148,1.42105,0.36959,7.40917,0.67085,0.09038,1.0,1.55878,2.6969,0.31081,0.18893,0.00921,12.62479,1.09036,83.95014,0.94145,,0.3,0.08134,0.80765,1.55,3.03922,2.34973,0.00346,5.68428,,1.04762,3.09175,0.80263,0.0494,,9.45565,0.12939,,0.06316,0.80128,0.85867,1.69909,46.67907
1904-09,10.55132,1.07473,0.43148,1.42105,0.38996,7.89793,0.67085,0.09038,1.0,1.55878,2.56426,0.31372,0.21592,0.00921,12.98878,1.12484,83.99282,0.9938,,0.26,0.08134,0.88207,1.55,3.03922,2.34973,0.00346,5.74032,,1.04762,2.99299,0.82675,0.04217,,8.44262,0.12939,,0.06316,0.80128,0.82565,1.54463,48.05199
1904-10,11.03573,1.11736,0.43148,1.42105,0.4016,8.21994,0.67085,0.09038,1.0,1.55878,2.65268,0.33674,0.18893,0.00921,12.85662,1.25171,86.4113,1.05984,,0.26,0.08134,0.95789,1.55,3.03922,2.34973,0.00346,5.83937,,1.04762,3.71525,0.84649,0.04217,,8.63448,0.12939,,0.06316,0.80128,0.83225,1.54463,48.05199
1904-11,11.29971,1.11736,0.43148,1.42105,0.4016,8.44538,0.67085,0.09038,1.0,1.55878,2.82953,0.33054,0.18893,0.00921,12.66374,1.38605,87.12845,1.15058,,0.26,0.08134,1.00934,1.55,3.03922,2.34973,0.00346,5.93355,,1.04762,4.16073,0.92763,0.04217,,8.56272,0.12939,,0.06316,0.80128,0.83225,1.54463,50.82422
1904-12,11.1142,1.1928,0.41643,1.42105,0.32322,8.47119,0.66544,0.08285,1.0,1.60332,2.6919,0.26167,0.16869,0.00921,12.5056,1.41551,86.54269,1.16301,,0.26,0.08027,0.86784,1.55,3.03922,2.484,0.00346,5.95997,,1.04762,4.03451,0.97368,0.04217,,8.07696,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-01,10.84725,1.1928,0.41643,1.42105,0.31857,8.44094,0.66544,0.08285,1.0,1.60332,2.6919,0.29551,0.16869,0.00921,12.85931,1.40615,79.63027,1.31417,,0.26,0.08027,0.90946,1.55,3.03922,2.484,0.00346,5.95997,,1.04762,4.23718,0.99123,0.04217,,8.51511,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-02,10.69091,1.1928,0.41643,1.42105,0.31857,8.61437,0.66544,0.08285,1.0,1.60332,1.86363,0.30663,0.16869,0.00921,12.85931,1.36773,78.14894,1.34721,,0.26,0.08027,0.89961,1.55,3.03922,2.484,0.00346,6.0912,,1.04762,4.2109,0.9693,0.04217,,9.05925,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-03,10.23197,1.1928,0.41643,1.42105,0.31857,8.46822,0.66544,0.08285,1.0,1.60332,1.86363,0.27167,0.16869,0.00921,11.31969,1.35172,73.11207,1.32881,,0.26,0.08027,0.8817,1.55,3.03922,2.484,0.00346,5.8665,,1.04762,4.75705,0.97807,0.04217,,8.67214,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-04,10.10444,1.1928,0.41643,1.42105,0.31857,8.00856,0.66544,0.08285,1.0,1.60332,1.86363,0.27167,0.16869,0.00921,10.95472,1.36837,72.64723,1.35779,,0.26,0.08027,0.80504,1.55,3.03922,2.484,0.00346,5.91592,,1.04762,4.74337,0.97368,0.04217,,8.4652,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-05,10.36377,1.1928,0.41643,1.42105,0.28369,8.23094,0.66544,0.08285,1.0,1.60332,1.86363,0.14643,0.16869,0.00921,10.88638,1.48013,73.63937,1.45967,,0.26,0.08027,0.6132,1.55,3.03922,2.484,0.00346,5.935,,1.04762,4.84337,1.04825,0.04217,,8.66155,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-06,10.30279,1.1928,0.41643,1.42105,0.29531,8.20356,0.66544,0.08285,1.0,1.60332,1.86363,0.14044,0.16869,0.00921,10.65689,1.42167,74.58027,1.36789,,0.26,0.08027,0.62913,1.55,3.03922,2.484,0.00346,5.98616,,1.04762,4.79,0.98684,0.04217,,8.52909,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-07,10.42592,1.1928,0.41643,1.42105,0.31392,8.47243,0.66544,0.08285,1.0,1.60332,1.86363,0.15563,0.16869,0.00921,10.82953,1.4687,75.3774,1.49279,,0.26,0.08027,0.61791,1.55,3.03922,2.484,0.00346,6.00523,,1.04762,4.89326,1.04386,0.04217,,8.11641,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-08,11.07402,1.1928,0.41643,1.42105,0.44549,9.73097,0.66544,0.08285,1.0,1.60332,1.86363,0.15978,0.16869,0.00921,12.09348,1.7358,80.49782,1.65796,,0.26,0.08027,0.62187,1.55,3.03922,2.484,0.00346,6.01467,,1.04762,4.94204,1.17105,0.04217,,8.16108,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-09,11.39535,1.1928,0.41643,1.42105,0.41038,9.94975,0.66544,0.08285,1.0,1.60332,1.86363,0.17267,0.53981,0.00921,12.55402,1.77873,82.44971,1.91202,,0.26,0.25863,0.64773,1.55,3.03922,2.484,0.00346,6.09299,,1.04762,5.50906,1.26754,0.04217,,7.96203,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-10,10.80371,1.1928,0.41643,1.42105,0.4016,9.51621,0.66544,0.08285,1.0,1.60332,1.86363,0.19109,0.45884,0.00921,11.73858,1.69947,77.08347,1.89539,,0.26,0.25863,0.63505,1.55,3.03922,2.484,0.00346,6.19454,,1.04762,5.27824,1.23684,0.04217,,7.66009,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-11,8.17588,1.1928,0.41643,1.42105,0.25237,7.3129,0.66544,0.08285,1.0,1.60332,1.86363,0.16576,0.45884,0.00921,8.42223,1.06011,60.4561,1.48972,,0.26,0.25863,0.44868,1.55,3.03922,2.484,0.00346,6.04705,,1.04762,3.65122,0.87719,0.04217,,6.13256,0.13863,,0.06316,0.81798,0.82565,1.69909,49.62479
1905-12,8.90977,1.20198,0.36438,1.42105,0.32699,7.20734,0.45749,0.07532,0.91667,2.44952,1.94834,0.17136,0.35087,0.00921,8.29396,1.07565,64.66579,1.17979,,0.26,0.17837,0.52005,1.66667,3.03922,2.484,0.00346,5.99386,,1.04762,3.48876,0.92105,0.03012,,5.81132,0.13863,,0.06316,0.75254,0.82565,1.54463,52.8431
1906-01,9.59745,1.20198,0.36438,1.42105,0.3407,7.64631,0.45749,0.07532,0.91667,2.44952,1.94834,0.20016,0.35087,0.00921,7.67511,1.18158,68.02127,1.29665,,0.26,0.17837,0.59462,1.66667,3.03922,2.484,0.00346,5.97246,,1.04762,3.4572,0.97368,0.03012,,5.6969,0.13863,,0.06316,0.75254,0.82565,1.54463,21.79778
1906-02,9.60466,1.20198,0.36438,1.42105,0.34299,7.69814,0.45749,0.07532,0.91667,2.44952,1.94834,0.21506,0.35087,0.00921,8.26726,1.2115,65.789,1.36188,,0.26,0.17837,0.57796,1.66667,3.03922,2.484,0.00346,5.80161,,1.04762,3.31559,1.00877,0.03012,,6.10612,0.13863,,0.06316,0.75254,0.82565,1.54463,21.79778
1906-03,9.77985,1.52979,0.36438,1.42105,0.35671,8.21364,0.45749,0.07532,0.91667,2.44952,1.94834,0.24685,0.2834,0.00921,7.8779,1.25264,62.5104,1.4545,,0.26,0.17837,0.58644,1.66667,3.03922,2.484,0.00346,5.80161,,1.04762,3.47942,1.16667,0.03012,,6.11123,0.13863,,0.06316,0.75254,0.82565,1.54463,21.79778
1906-04,9.84837,1.52979,0.36438,1.42105,0.34185,8.22086,0.45749,0.07532,0.91667,2.44952,1.94834,0.26871,0.22942,0.00921,7.86271,1.14262,62.78126,1.49315,,0.26,0.17837,0.61789,1.66667,3.03922,2.484,0.00346,5.80161,,1.04762,3.35284,1.16228,0.03012,,5.98388,0.13863,,0.06316,0.75254,0.82565,1.54463,21.79778
1906-05,9.6929,1.52979,0.36438,1.42105,0.34185,8.40901,0.45749,0.07532,0.91667,2.44952,1.94834,0.23592,0.22942,0.00921,7.35163,1.0523,60.46401,1.37805,,0.26,0.17837,0.5978,1.66667,3.03922,2.484,0.00346,5.86111,,1.04762,3.65154,1.16228,0.03012,,5.82116,0.13863,,0.06316,0.75254,0.82565,1.54463,21.79778
1906-06,9.17286,1.52979,0.36438,1.42105,0.28583,7.99654,0.45749,0.07532,0.91667,2.44952,1.94834,0.21953,0.22942,0.00921,7.20733,0.98205,56.59362,1.31766,,0.26,0.17837,0.57156,1.66667,3.03922,2.484,0.00346,5.83891,,1.04762,3.23332,1.16228,0.03012,,5.51136,0.13863,,0.06316,0.75254,0.82565,1.54463,21.79778
